11-beta-hydroxylase deficiency							
12q14 microdeletion syndrome							
15q11.2 microdeletion							
Complete androgen insensitivity syndrome							
Complex regional pain syndrome							
Condensing osteitis of the clavicle							
Conductive deafness with malformed external ear							
Cone dystrophy							
Cone dystrophy X-linked with tapetal-like sheen							
Cone-rod dystrophy	Cone-rod dystrophy	Cone rod dystrophy	Orphanet_90635				
Cone-rod dystrophy 1	Cone-rod dystrophy 1	Cone rod dystrophy	Orphanet_90635				
Cone-rod dystrophy 2	Cone-rod dystrophy 2	Cone rod dystrophy	Orphanet_90635				
Cone-rod dystrophy 3	Cone-rod dystrophy 3	Cone rod dystrophy	Orphanet_383				
Cone-rod dystrophy 5	Cone-rod dystrophy 5	Cone rod dystrophy	"Orphanet_97345, Orphanet_439254"				
Cone-rod dystrophy 6	Cone-rod dystrophy 6	Cone rod dystrophy	Orphanet_228423				
Cone-rod dystrophy amelogenesis imperfecta	Cone-rod dystrophy amelogenesis imperfecta	Jalili syndrome	Orphanet_101				
Cone-rod dystrophy X-linked 1	Cone-rod dystrophy X-linked 1	Cone rod dystrophy	C0011436				
Cone-rod dystrophy X-linked 2	Cone-rod dystrophy X-linked 2	Cone rod dystrophy	Orphanet_220				
Cone-rod dystrophy X-linked 3	Cone-rod dystrophy X-linked 3	Cone rod dystrophy	Orphanet_31112				
Congenital absence of the sternocleidomastoid muscle							
Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency							
Congenital amegakaryocytic thrombocytopenia	Congenital amegakaryocytic thrombocytopenia	Congenital amegakaryocytic thrombocytopenia	EFO_0000398				
Congenital analbuminemia							
Congenital anosmia							
Congenital bilateral absence of the vas deferens	Congenital bilateral absence of the vas deferens	Congenital bilateral absence of vas deferens	Orphanet_86920				
"Congenital bile acid synthesis defect, type 1"							
"Congenital bile acid synthesis defect, type 2"							
Congenital central hypoventilation syndrome							
Congenital chloride diarrhea							
Congenital contractural arachnodactyly	Congenital contractural arachnodactyly	Congenital contractural arachnodactyly	Orphanet_35107				
Congenital cystic eye							
Congenital cytomegalovirus							
Congenital deafness with vitiligo and achalasia							
Congenital diaphragmatic hernia	Congenital diaphragmatic hernia	congenital diaphragmatic hernia	HP_0001651				
Congenital disorder of glycosylation type I/IIX							
Congenital disorders of glycosylation							
Congenital dyserythropoietic anemia type 1							
Congenital dyserythropoietic anemia type 2							
Congenital dyserythropoietic anemia type 3							
Congenital ectodermal dysplasia with hearing loss							
Congenital erythropoietic porphyria	Congenital erythropoietic porphyria	Congenital erythropoietic porphyria	Orphanet_124				
Congenital extrahepatic portosystemic shunt							
Congenital femoral deficiency							
Congenital fiber type disproportion							
Congenital fibrosis of extraocular muscles							
Congenital generalized lipodystrophy							
Congenital generalized lipodystrophy type 2 - See Congenital generalized lipodystrophy							
Congenital generalized lipodystrophy type 4							
Congenital heart block							
Congenital human immunodeficiency virus							
Congenital hydrocephalus	Congenital hydrocephalus	Congenital hydrocephalus	Orphanet_124				
Congenital hyperinsulinism							
Congenital hypothyroidism	Congenital hypothyroidism	Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome	Orphanet_124				
Congenital insensitivity to pain							
Congenital insensitivity to pain with anhidrosis							
Congenital intrauterine infection-like syndrome							
Congenital lactase deficiency	Congenital lactase deficiency	Congenital lactase deficiency	Orphanet_85182				
Congenital laryngeal palsy							
Congenital lipoid adrenal hyperplasia							
Congenital lobar emphysema							
Congenital microcoria							
Congenital mirror movement disorder							
Congenital muscular dystrophy due to LMNA mutation - See Congenital muscular dystrophy							
Congenital muscular dystrophy type 1A							
Congenital muscular dystrophy with integrin alpha-7 deficiency - See Congenital muscular dystrophy							
Congenital muscular dystrophy-dystroglycanopathy with or without intellectual disability (type B)							
Congenital myasthenic syndrome associated with acetylcholine receptor deficiency							
Congenital myasthenic syndrome with episodic apnea							
Congenital nephrotic syndrome Finnish type							
Congenital primary aphakia	Congenital primary aphakia	Congenital primary aphakia	Orphanet_628				
Congenital pseudoarthrosis							
Congenital pulmonary alveolar proteinosis							
Congenital pulmonary lymphangiectasia							
Congenital radioulnar synostosis							
Congenital rubella							
Congenital sucrase-isomaltase deficiency	Congenital sucrase-isomaltase deficiency	Congenital sucrase-isomaltase deficiency	Orphanet_2195				
Congenital thrombotic thrombocytopenic purpura							
Congenital toxoplasmosis 							
Congenital toxoplasmosis - Not a rare disease							
Congenital tracheal stenosis							
Congenital tracheomalacia							
Congenital varicella syndrome							
Congenital vertical talus							
Congenital Zika syndrome							
Congenitally corrected transposition of the great arteries							
Continuous spike-wave during slow sleep syndrome							
"Convulsions, benign familial infantile, 1"							
"Copper deficiency, familial benign"							
CoQ-responsive OXPHOS deficiency							
Cor triatriatum dexter							
Cor triatriatum sinister							
Corneal dystrophy and perceptive deafness	Corneal dystrophy and perceptive deafness	Corneal dystrophy-perceptive deafness syndrome	EFO_0000404				
Corneal dystrophy Avellino type							
Corneal dystrophy crystalline of Schnyder							
Corneal dystrophy of Bowman layer type 1							
Corneal dystrophy Thiel Behnke type							
Corneal endothelial dystrophy type 2	Corneal endothelial dystrophy type 2	Congenital hereditary endothelial dystrophy type II	EFO_0000403				
"Corneal hypesthesia, familial"							
Cornelia de Lange syndrome							
Corneodermatoosseous syndrome							
Corpus callosum agenesis double urinary collecting							
Cortical blindness-intellectual disability-polydactyly syndrome							
Cortical defects wormian bones and dentinogenesis imperfecta							
Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation							
Corticobasal degeneration	Corticobasal degeneration	OBSOLETE: Corticobasal degeneration	Orphanet_2394				
Corticosteroid-binding globulin deficiency	Corticosteroid-binding globulin deficiency	Corticosteroid-binding globulin deficiency	Orphanet_226				
Corticosteroid-sensitive aseptic abscesses							
Costello syndrome	Costello syndrome	Costello syndrome	Orphanet_38874				
Costocoracoid ligament congenitally short							
Cousin syndrome	Cousin syndrome	Pelviscapular dysplasia	Orphanet_1675				
Cowden syndrome	Cowden syndrome	Cowden syndrome	EFO_0000407				
Crandall syndrome							
Crane-Heise syndrome							
Craniodiaphyseal dysplasia							
Cranioectodermal dysplasia	Cranioectodermal dysplasia	Cranioectodermal dysplasia	Orphanet_2143				
Craniofacial deafness hand syndrome	Craniofacial deafness hand syndrome	Craniofacial-deafness-hand syndrome	Orphanet_230				
Craniofacial dysostosis with diaphyseal hyperplasia							
Craniofacial dyssynostosis							
Craniofrontonasal dysplasia	Craniofrontonasal dysplasia	Craniofrontonasal dysplasia	Orphanet_75376				
"Craniometaphyseal dysplasia, autosomal dominant"	"Craniometaphyseal dysplasia, autosomal dominant"	Craniometaphyseal dysplasia	Orphanet_33069				
"Craniometaphyseal dysplasia, autosomal recessive type"	"Craniometaphyseal dysplasia, autosomal recessive type"	Craniometaphyseal dysplasia	Orphanet_93293				
Craniopharyngioma	Craniopharyngioma	Craniopharyngioma	Orphanet_234				
Craniorachischisis	Craniosynostosis	Craniosynostosis	Orphanet_98896				
Craniosynostosis							
"Craniosynostosis, anal anomalies, and porokeratosis"							
Craniotelencephalic dysplasia							
Creeping myiasis							
CREST syndrome							
Creutzfeldt-Jakob disease	Creutzfeldt-Jakob disease	Creutzfeldt Jacob Disease	Orphanet_1203				
Cri du chat syndrome							
"Crigler Najjar syndrome, type 1"	"Crigler Najjar syndrome, type 1"	Crigler-Najjar syndrome type 1	Orphanet_239				
Crigler-Najjar syndrome type 2							
Crohn's disease - Not a rare disease							
Crome syndrome							
Cronkhite-Canada disease							
Crouzon syndrome	Crouzon syndrome	Crouzon disease	Orphanet_207073				
Crumpled helices and small mouth							
Cryoglobulinemia							
Cryptogenic organizing pneumonia							
Cryptomicrotia brachydactyly syndrome							
Cryptophthalmos	Cryptophthalmos	C0311249	Orphanet_248408				
Culler-Jones syndrome	Culler-Jones syndrome	Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	Orphanet_1775				
Curly hair-acral keratoderma-caries syndrome							
Currarino triad	Currarino triad	Currarino syndrome	Orphanet_1775				
Curry Jones syndrome							
Cushing's syndrome	Cushing's syndrome	Cushing syndrome	Orphanet_1775				
Cutaneous collagenous vasculopathy							
Cutaneous larva migrans							
Cutaneous mastocytoma							
"Cutaneous photosensitivity and colitis, lethal"							
Cutaneous polyarteritis nodosa							
Cutaneous sclerosis							
Cutaneous T-cell lymphoma	Cutaneous T-cell lymphoma	Cutaneous T-cell lymphoma	Orphanet_1775				
"Cutis laxa, autosomal dominant"							
"Cutis laxa, autosomal recessive type 1"							
Cutis marmorata telangiectatica congenita							
Cutis verticis gyrata							
Cyclic neutropenia							
Cyclosporiasis							
Cylindrical spirals myopathy							
Cyprus facial neuromusculoskeletal syndrome							
Cystic fibrosis	Cystic fibrosis	Cystic fibrosis	Orphanet_1865				
Cystic hygroma	Cystic hygroma	cystic lymphangioma	Orphanet_99657				
Cystic medial necrosis of aorta							
Cysticercosis							
Cystinosis	Cystinosis	Cystinosis	Orphanet_303				
"Cystinosis, ocular nonnephropathic"	"Cystinosis, ocular nonnephropathic"	Cystinosis	Orphanet_1934				
Cystinuria	Cystinuria	Cystinuria	Orphanet_1934				
Cystoisosporiasis							
Cytochrome c oxidase deficiency	Cytochrome c oxidase deficiency	Isolated cytochrome C oxidase deficiency	"C0013575, PS305100"				
Cytomegalic inclusion disease							
Czech dysplasia metatarsal type	Czech dysplasia metatarsal type	"Czech dysplasia, metatarsal type"	Orphanet_158668				
D ercole syndrome							
D-2-hydroxyglutaric aciduria	D-2-hydroxyglutaric aciduria	D-2-hydroxyglutaric aciduria	Orphanet_1885				
D-bifunctional protein deficiency							
D-glycericacidemia							
Daentl Towsend Siegel syndrome							
Dahlberg Borer Newcomer syndrome							
Daish Hardman Lamont syndrome							
Dandy-Walker complex							
Dandy-Walker cyst with Renal-Hepatic-Pancreatic dysplasia							
Dandy-Walker like malformation with atrioventricular septal defect	Dandy-Walker like malformation with atrioventricular septal defect	3C syndrome	Orphanet_1897				
"Dandy-Walker malformation with intellectual disability, basal ganglia disease and seizures"							
Dandy-Walker malformation with nasopharyngeal teratoma and diaphragmatic hernia							
Dandy-Walker malformation with postaxial polydactyly							
Dandy-Walker malformation with sagittal craniosynostosis and hydrocephalus							
Daneman Davy Mancer syndrome							
Danon disease	Danon disease	Glycogen storage disease due to LAMP-2 deficiency	Orphanet_289				
Darier disease							
Dauwerse-Peters syndrome							
Davenport Donlan syndrome							
DCMA syndrome							
DDOST-CDG (CDG-Ir)							
De Barsy syndrome							
De Sanctis-Cacchione syndrome	De Sanctis-Cacchione syndrome	De Sanctis-Cacchione syndrome	EFO_0004986				
DEAF1-associated disorders							
Deafness and myopia syndrome							
Deafness conductive ptosis skeletal anomalies							
Deafness enamel hypoplasia nail defects	Deafness enamel hypoplasia nail defects	Deafness-enamel hypoplasia-nail defects syndrome	Orphanet_2396				
Deafness hypogonadism syndrome							
Deafness oligodontia syndrome							
Deafness with labyrinthine aplasia microtia and microdontia (LAMM)	Deafness with labyrinthine aplasia microtia and microdontia (LAMM)	"Deafness with labyrinthine aplasia, microtia, and microdontia"	EFO_1000919				
Deafness-infertility syndrome	Deafness-infertility syndrome	Deafness-infertility syndrome	EFO_0009732				
Deafness-lymphedema-leukemia syndrome							
"Deafness, autosomal dominant nonsyndromic sensorineural 17"	"Deafness, autosomal dominant nonsyndromic sensorineural 17"	Autosomal dominant non-syndromic sensorineural deafness type DFNA	EFO_0007208				
"Deafness, autosomal dominant nonsyndromic sensorineural 22"	"Deafness, autosomal dominant nonsyndromic sensorineural 22"	Autosomal dominant non-syndromic sensorineural deafness type DFNA	EFO_1000028				
"Deafness, autosomal dominant nonsyndromic sensorineural 23"	"Deafness, autosomal dominant nonsyndromic sensorineural 23"	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet_302				
"Deafness, autosomal dominant nonsyndromic sensorineural 24"	"Deafness, autosomal dominant nonsyndromic sensorineural 24"	Autosomal dominant non-syndromic sensorineural deafness type DFNA	EFO_1000690				
"Deafness, autosomal dominant nonsyndromic sensorineural 3"	"Deafness, autosomal dominant nonsyndromic sensorineural 3"	Autosomal dominant non-syndromic sensorineural deafness type DFNA	C0079298				
"Deafness, autosomal dominant nonsyndromic sensorineural 53"	"Deafness, autosomal dominant nonsyndromic sensorineural 53"	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet_79397				
"Deafness, autosomal recessive 51"							
"Deafness, dystonia, and cerebral hypomyelination"							
"Deafness, epiphyseal dysplasia, short stature"							
"Deafness, X-linked 2"	"Deafness, X-linked 2"	X-linked mixed deafness with perilymphatic gusher	Orphanet_79396				
Deficiency of interleukin-1 receptor antagonist							
Dehydrated hereditary stomatocytosis							
Delayed membranous cranial ossification							
Dementia familial British	Dementia familial British	"ABri amyloidosis, ITM2B amyloidosis"	Orphanet_79401				
Dendritic cell tumor							
"Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency"	"Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency"	Monocytopenia with susceptibility to infections	Orphanet_158687				
Dengue fever							
Dense deposit disease							
Dentatorubral-pallidoluysian atrophy	Dentatorubral-pallidoluysian atrophy	Dentatorubral pallidoluysian atrophy	Orphanet_97				
Dentin dysplasia sclerotic bones							
"Dentin dysplasia, coronal"							
"Dentin dysplasia, type 1"							
Dentinogenesis imperfecta	Dentinogenesis imperfecta	C0011436	EFO_1000694				
Dentinogenesis imperfecta type 2							
Dentinogenesis imperfecta type 3							
Denys-Drash syndrome	Denys-Drash syndrome	Denys-Drash syndrome	Orphanet_308166				
Dermal eccrine cylindroma							
Dermatitis herpetiformis							
Dermatofibroma - Not a rare disease							
Dermatofibrosarcoma protuberans	Dermatofibrosarcoma protuberans	Dermatofibrosarcoma protuberans	Orphanet_1956				
Dermatomyositis	Dermatomyositis	dermatomyositis	Orphanet_79278				
Dermatoosteolysis Kirghizian type							
Dermatopathia pigmentosa reticularis	Dermatopathia pigmentosa reticularis	Dermatopathia pigmentosa reticularis	EFO_0002916				
Dermatosparaxis Ehlers-Danlos syndrome							
Dermochondrocorneal dystrophy of François							
Dermoids of cornea							
Dermoodontodysplasia							
Desbuquois syndrome							
Desmoid tumor							
Desmoplastic infantile astrocytoma							
Desmoplastic infantile ganglioglioma							
Desmoplastic small round cell tumor							
Desmosterolosis	Desmosterolosis	Desmosterolosis	EFO_0000479				
Developmental dysphasia familial							
Developmental prosopagnosia							
Devriendt syndrome							
Dextrocardia	Dextrocardia	Dextrocardia	Orphanet_51188				
Dextrocardia with unusual facies and microphthalmia							
DFNB1							
Diabetes insipidus nephrogenic mental retardation and intracerebral calcification							
Diabetes mellitus type 1 - Not a rare disease							
Diabetic mastopathy							
Diamond-Blackfan anemia	Diamond-Blackfan anemia	Blackfan-Diamond anemia	EFO_0000174				
Diamond-Blackfan anemia 2	Diamond-Blackfan anemia 2	Blackfan-Diamond anemia	Orphanet_93930				
Diamond-Blackfan anemia 3	Diamond-Blackfan anemia 3	Blackfan-Diamond anemia	Orphanet_324				
Diaphyseal medullary stenosis with malignant fibrous histiocytoma	Diaphyseal medullary stenosis with malignant fibrous histiocytoma	Diaphyseal medullary stenosis-bone malignancy syndrome	Orphanet_326				
Diastrophic dysplasia	Diastrophic dysplasia	Diastrophic dwarfism	Orphanet_327				
Dicarboxylic aminoaciduria	Dicarboxylic aminoaciduria	Dicarboxylic aminoaciduria	Orphanet_328				
Diencephalic syndrome							
Diethylstilbestrol syndrome							
Diffuse astrocytoma							
Diffuse cavernous hemangioma of the rectum							
Diffuse cutaneous systemic sclerosis	Diffuse cutaneous systemic sclerosis	diffuse scleroderma	Orphanet_733				
Diffuse dermal angiomatosis							
Diffuse gastric cancer							
Diffuse idiopathic pulmonary neuroendocrine cell hyperplasia							
Diffuse Large B-Cell Lymphoma	Diffuse Large B-Cell Lymphoma	diffuse large B-cell lymphoma	Orphanet_334				
Diffuse panbronchiolitis							
Digestive System Melanoma							
Dihydrolipoamide dehydrogenase deficiency	Dihydrolipoamide dehydrogenase deficiency	Pyruvate dehydrogenase E3 deficiency	EFO_0005842				
Dihydropteridine reductase deficiency	Dihydropteridine reductase deficiency	Dihydropteridine reductase deficiency	Orphanet_217607				
Dihydropyrimidinase deficiency	Dihydropyrimidinase deficiency	Dihydropyrimidinuria	Orphanet_1764				
Dihydropyrimidine dehydrogenase deficiency 	Dihydropyrimidine dehydrogenase deficiency†	Dihydropyrimidine dehydrogenase deficiency	Orphanet_891				
Dihydropyrimidine dehydrogenase deficiency - Not a rare disease							
Dihydroxyadeninuria							
Dilated cardiomyopathy	Dilated cardiomyopathy	dilated cardiomyopathy	Orphanet_569				
Dilated cardiomyopathy with hypergonadotropic hypogonadism							
Diphallia							
Diploid-triploid mosaicism							
Dipsogenic diabetes insipidus							
Dirofilariasis							
Disseminated peritoneal leiomyomatosis							
Disseminated superficial actinic porokeratosis							
Distal arthrogryposis type 1							
Distal arthrogryposis type 5							
Distal arthrogryposis type 5D - See Distal arthrogryposis							
"Distal arthrogryposis with hypopituitarism, intellectual disability and facial anomalies"							
Distal chromosome 18q deletion syndrome							
Distal myopathy with vocal cord weakness							
DK phocomelia syndrome							
DOLK-CDG (CDG-Im)							
Dominant dystrophic epidermolysis bullosa							
Donnai-Barrow syndrome	Donnai-Barrow syndrome	Donnai-Barrow syndrome	Orphanet_540				
DOOR syndrome							
Dopa-responsive dystonia							
Dopamine beta hydroxylase deficiency	Dopamine beta hydroxylase deficiency	Dopamine beta-hydroxylase deficiency	Orphanet_251274				
Dopamine transporter deficiency syndrome							
Double inferior vena cava 							
Dowling-Degos disease							
Doyne honeycomb retinal dystrophy	Doyne honeycomb retinal dystrophy	Familial drusen	Orphanet_342				
DPAGT1-CDG (CDG-Ij)							
DPM1-CDG (CDG-Ie)							
DPM2-CDG							
DPM3-CDG (CDG-Io)							
Drachtman Weinblatt Sitarz syndrome							
Dracunculiasis							
Dravet syndrome	Dravet syndrome	Dravet syndrome	Orphanet_71290				
Duane syndrome							
Duane-radial ray syndrome	Duane-radial ray syndrome	Okihiro syndrome	Orphanet_84				
Dubin-Johnson syndrome	Dubin-Johnson syndrome	Dubin-Johnson syndrome	Orphanet_2088				
Dubowitz syndrome							
Duchenne muscular dystrophy	Duchenne muscular dystrophy	Duchenne muscular dystrophy	Orphanet_466				
Duodenal atresia	Duodenal atresia	Duodenal atresia	Orphanet_391641				
Duodenal carcinoid syndrome							
Duodenal ulcer due to antral G-cell hyperfunction							
Duplication of urethra							
Dwarfism 							
Dwarfism familial with muscle spasms							
Dwarfism Levi type							
"Dwarfism, low-birth-weight type with unresponsiveness to growth hormone"							
"Dwarfism, proportionate with hip dislocation"							
Dyggve-Melchior-Clausen syndrome	Dyggve-Melchior-Clausen syndrome	Dyggve-Melchior-Clausen disease	Orphanet_994				
Dykes Markes Harper syndrome							
Dysautonomia like disorder							
Dyschondrosteosis nephritis							
Dyschromatosis symmetrica hereditaria 1							
Dyschromatosis universalis hereditaria							
Dysembryoplastic neuroepithelial tumor							
Dysequilibrium syndrome							
Dysferlinopathy	Dysferlinopathy	Qualitative or quantitative defects of dysferlin	CN689512				
Dysfibrinogenemia	Dysfibrinogenemia	Familial hypodysfibrinogenemia	EFO_0009297				
Dyskeratosis congenita	Dyskeratosis congenita	Dyskeratosis congenita	EFO_0009297				
Dyskeratosis congenita autosomal dominant	Dyskeratosis congenita autosomal dominant	Dyskeratosis congenita	Orphanet_2021				
Dyskeratosis congenita autosomal recessive	Dyskeratosis congenita autosomal recessive	Dyskeratosis congenita	Orphanet_337				
Dyskeratosis congenita X-linked	Dyskeratosis congenita X-linked	Dyskeratosis congenita	EFO_0002087				
Dysosteosclerosis							
Dysplasia epiphysealis hemimelica							
Dyssegmental dysplasia and glaucoma							
Dyssegmental dysplasia Rolland-Desbuquois type							
Dyssegmental dysplasia Silverman-Handmaker type	Dyssegmental dysplasia Silverman-Handmaker type	"Dyssegmental dysplasia, Silverman-Handmaker type"	Orphanet_2639				
Dyssynergia cerebellaris myoclonica							
Dystelephalangy							
"Dystonia 2, torsion, autosomal recessive"	"Dystonia 2, torsion, autosomal recessive"	"Primary dystonia, DYT2 type"	Orphanet_3255				
Dystrophic epidermolysis bullosa	Dystrophic epidermolysis bullosa	Dystrophic epidermolysis bullosa	Orphanet_79292				
DYT-GNAL							
DYT-PRKRA							
DYT-THAP1							
DYT-TOR1A							
DYT-TUBB4A							
DYT/PARK-GCH1							
Eales disease							
Early Infantile Epileptic Encephalopathy	Early Infantile Epileptic Encephalopathy	Early infantile epileptic encephalopathy	Orphanet_2044				
Early infantile epileptic encephalopathy 25	Early infantile epileptic encephalopathy 25	Early infantile epileptic encephalopathy	Orphanet_2092				
Early-onset anterior polar cataract							
Early-onset parkinsonism-intellectual disability syndrome							
Early-onset zonular cataract							
"Early-onset, autosomal dominant Alzheimer disease"							
Eastern equine encephalitis							
Ebstein's anomaly							
Eccrine mucinous carcinoma							
Eccrine porocarcinoma							
Ectodermal dysplasia	Ectodermal dysplasia	"C0013575, PS305100"	EFO_0004236				
Ectodermal dysplasia skin fragility syndrome	Ectodermal dysplasia skin fragility syndrome	Epidermolysis bullosa simplex due to plakophilin deficiency	Orphanet_52901				
Ectodermal dysplasia trichoodontoonychial type							
Ectodermal dysplasia with natal teeth Turnpenny type							
"Ectodermal dysplasia, hidrotic, Christianson-Fourie type"							
"Ectodermal dysplasia, sensorineural hearing loss, and distinctive facial features"							
"Ectopia lentis, isolated autosomal recessive"	"Ectopia lentis, isolated autosomal recessive"	Isolated ectopia lentis	EFO_0000096				
EEC syndrome							
EEM syndrome	EEM syndrome	EEM syndrome	Orphanet_908				
"Ehlers-Danlos syndrome, dysfibronectinemic type"							
Ehlers-Danlos syndromes							
Ehrlichiosis							
Eisenmenger syndrome							
Elastoderma							
Elastosis perforans serpiginosa							
Ellis Yale Winter syndrome							
Ellis-Van Creveld syndrome	Ellis-Van Creveld syndrome	Ellis Van Creveld syndrome	Orphanet_137834				
Emanuel syndrome							
Embryonal carcinoma	Embryonal carcinoma	embryonal carcinoma	Orphanet_2052				
Embryonal sarcoma							
Embryonal tumor with multilayered rosettes							
Empty sella syndrome							
Encephalitis lethargica							
Encephalocele							
Encephalocraniocutaneous lipomatosis	Encephalocraniocutaneous lipomatosis	Encephalocraniocutaneous lipomatosis	Orphanet_347				
Encephalopathy due to prosaposin deficiency - See Sphingolipidosis							
Encephalopathy intracranial calcification growth hormone deficiency microcephaly retinal degeneration							
Enchondroma							
Endemic Kaposi sarcoma							
Endolymphatic sac tumor							
Endometrial stromal sarcoma	Endometrial stromal sarcoma	endometrial stromal sarcoma	Orphanet_2053				
Enteropathy-associated T-cell lymphoma							
Enthesitis-related juvenile idiopathic arthritis	Enthesitis-related juvenile idiopathic arthritis	enthesitis-related juvenile idiopathic arthritis	Orphanet_95				
Eosinophilic enteropathy							
Eosinophilic fasciitis							
Eosinophilic granulomatosis with polyangiitis	Eosinophilic granulomatosis with polyangiitis	Churg-Strauss syndrome	EFO_0009855				
Eosinophilic pustular folliculitis							
Ependymoma	Ependymoma	ependymoma	Orphanet_1826				
Epidermodysplasia verruciformis	Epidermodysplasia verruciformis	Epidermodysplasia verruciformis	Orphanet_282				
Epidermolysa bullosa simplex with muscular dystrophy							
Epidermolysis bullosa	Epidermolysis bullosa	epidermolysis bullosa	Orphanet_282				
Epidermolysis bullosa acquisita							
Epidermolysis bullosa simplex	Epidermolysis bullosa simplex	C0079298	Orphanet_349				
Epidermolysis bullosa simplex with mottled pigmentation	Epidermolysis bullosa simplex with mottled pigmentation	Epidermolysis bullosa simplex with mottled pigmentation	Orphanet_2854				
"Epidermolysis bullosa simplex, Dowling-Meara type"	"Epidermolysis bullosa simplex, Dowling-Meara type"	"Epidermolysis bullosa simplex, generalized severe"	Orphanet_24				
"Epidermolysis bullosa simplex, generalized"							
"Epidermolysis bullosa simplex, localized"							
"Epidermolysis bullosa simplex, Ogna type"	"Epidermolysis bullosa simplex, Ogna type"	"Epidermolysis bullosa simplex, Ogna type"	Orphanet_79238				
"Epidermolysis bullosa, lethal acantholytic"	"Epidermolysis bullosa, lethal acantholytic"	Lethal acantholytic epidermolysis bullosa	Orphanet_79239				
Epidermolytic ichthyosis							
Epidermolytic palmoplantar keratoderma							
Epilepsy juvenile absence							
Epilepsy occipital calcifications							
Epilepsy progressive myoclonic type 3							
Epilepsy with myoclonic-atonic seizures							
Epiphyseal dysplasia hearing loss dysmorphism							
Epiphyseal dysplasia multiple with early-onset diabetes mellitus							
Episodic ataxia	Episodic ataxia	Familial paroxysmal ataxia	Orphanet_351				
Episodic ataxia with nystagmus							
Epithelial basement membrane corneal dystrophy							
Epithelial-myoepithelial carcinoma							
Erdheim-Chester disease							
Ermine phenotype							
Erythema elevatum diutinum							
Erythema multiforme	Erythema multiforme	erythema multiforme	EFO_0004606				
"Erythema nodosum, idiopathic"							
Erythrokeratoderma ''en cocardes''							
Erythrokeratodermia variabilis et progressiva	Erythrokeratodermia variabilis et progressiva	Erythrokeratoderma variabilis progressiva	Orphanet_2065				
Erythromelalgia	Erythromelalgia	OBSOLETE: Erythromelalgia	Orphanet_2066				
Erythropoietic protoporphyria	Erythropoietic protoporphyria	Autosomal erythropoietic protoporphyria	C0206716				
Erythropoietic uroporphyria associated with myeloid malignancy							
Esophageal atresia							
Esophageal cancer	Esophageal cancer	esophageal carcinoma	Orphanet_79665				
Essential thrombocythemia	Essential thrombocythemia	essential thrombocythemia	Orphanet_44890				
Essential tremor - Not a rare disease							
Ethylmalonic encephalopathy	Ethylmalonic encephalopathy	Ethylmalonic encephalopathy	Orphanet_355				
Eunuchoidism familial hypogonadotropic							
Evans syndrome							
Ewing sarcoma	Ewing sarcoma	Ewing sarcoma	Orphanet_85212				
Exstrophy of the bladder	Exstrophy of the bladder	Bladder exstrophy	Orphanet_77259				
Extragonadal germ cell tumor							
Extramammary Paget disease							
Extranodal nasal NK/T cell lymphoma							
Fabry disease	Fabry disease	Fabry disease	Orphanet_77261				
FACES syndrome							
Facial ectodermal dysplasia							
Facial onset sensory and motor neuronopathy							
Facio thoraco genital syndrome							
Faciocardiorenal syndrome							
Facioscapulohumeral muscular dystrophy							
Factor V deficiency	Factor V deficiency	Congenital factor V deficiency	Orphanet_85201				
Factor V Leiden thrombophilia - Not a rare disease							
Factor VII deficiency	Factor VII deficiency	Congenital factor VII deficiency	Orphanet_2078				
Factor X deficiency	Factor X deficiency	Congenital factor X deficiency	Orphanet_643				
Factor XI deficiency							
Factor XII deficiency							
Factor XIII deficiency							
Fallopian tube cancer							
Fallot complex with severe mental and growth retardation							
Familial adenomatous polyposis	Familial adenomatous polyposis	Familial adenomatous polyposis	EFO_1001209				
"Familial amyloidosis, Finnish type"							
Familial atrial fibrillation	Familial atrial fibrillation	Familial atrial fibrillation	Orphanet_1065				
Familial atypical multiple mole melanoma syndrome - Not a rare disease							
Familial avascular necrosis of the femoral head							
Familial bilateral striatal necrosis							
Familial breast cancer - Not a rare disease							
Familial caudal dysgenesis							
Familial cold autoinflammatory syndrome							
Familial colorectal cancer	Familial colorectal cancer	colorectal cancer	Orphanet_2026				
Familial congenital palsy of trochlear nerve							
Familial cutaneous collagenoma							
Familial cylindromatosis							
Familial dermographism							
Familial dilated cardiomyopathy	Familial dilated cardiomyopathy	Familial dilated cardiomyopathy	Orphanet_2024				
Familial Dupuytren contracture - Not a rare disease							
Familial dysautonomia	Familial dysautonomia	Familial dysautonomia	Orphanet_849				
Familial encephalopathy with neuroserpin inclusion bodies							
Familial exudative vitreoretinopathy	Familial exudative vitreoretinopathy	Familial exudative vitreoretinopathy	EFO_1001465				
Familial focal epilepsy with variable foci							
Familial glucocorticoid deficiency							
Familial HDL deficiency							
